night,speaker,text,neg,neu,pos,compound
first,SANDERS,That is why when I went to Canada the other day people paid one-tenth the price in Canada for insulin that they're paying in the United States,0,0.899,0.101,0.4215
first,TAPPER,Thank you Senator. I want to bring in Congressman Tim Ryan Congressman Ryan your response? ,0,0.759,0.241,0.4215
first,RYAN,So here we are in Detroit home of the United Auto workers. We have all our union friends here tonight. This plan that's being offered by Senator Warren and Senator Sanders will tell those Union members who gave away wages in order to get good healthcare that they're going to lose their healthcare because Washington's going to come in and tell them they got a better plan. ,0.036,0.809,0.155,0.8402
first,RYAN,This is the left and right thing  new and better is this move Medicare down to 50. Allow people to buy-in Kaiser Permanente said that if they  those 60 million people do that they will see,0,0.876,0.124,0.5859
first,TAPPER,Thank you Congressman. ,0,0.444,0.556,0.3612
first,RYAN,A 40 percent reduction ,0,1,0,0
first,TAPPER,Thank you Congressman.,0,0.444,0.556,0.3612
first,RYAN,In their healthcare cost let businesses buy-in Jake ,0,1,0,0
first,TAPPER,Thank you Congressman. So Senator let's talk about that. If Medicare for all is enacted there are more than 600000 union members here in Michigan who would be forced to give up their private healthcare plans. ,0.076,0.861,0.063,-0.128
first,TAPPER,Now I understand that it would provide universal coverage  but can you guarantee those union members that the benefits under Medicare for all will be as good as the benefits that they're representatives  their union reps fought hard to negotiate?,0.09,0.651,0.259,0.8625
first,SANDERS,Well two things they will be better because Medicare for all is comprehensive  it covers all healthcare needs. For senior citizens it will finally include dental care hearing aids and eyeglasses.,0,0.726,0.274,0.8481
first,RYAN,But you don't know that  you don't know that Bernie. ,0,1,0,0
first,SANDERS,Second of all ,0,1,0,0
first,TAPPER,I'll come to you in a second Congressman. ,0,1,0,0
first,SANDERS,I do know it I wrote the damn bill. And second of all second of all  many of our union brothers and sisters nobody more pro-union than me up here are now paying high deductibles and copayments when we do Medicare for all instead of having the company putting money in to healthcare they can get decent wage increases which they're not getting today. ,0.042,0.958,0,-0.4019
first,TAPPER,I want to bring in Congressman Ryan to respond to what Senator Sanders just said. ,0,0.909,0.091,0.0772
first,RYAN,I mean Senator Sanders does not know all of the union contracts in the United States. I'm trying to explain that these union members are losing their jobs their wages have been stagnant the world is crumbling around them  the only thing they have is possibly really good healthcare.,0.049,0.84,0.112,0.5256
first,RYAN,And the Democratic message is going to be we're going to go in and the only thing you have left we're going to take it and we're going to do better. I do not think that's a recipe for success for us it's bad policy and it's certainly bad politics.,0.119,0.729,0.153,0.25
first,TAPPER,Congressman Delaney. ,0,1,0,0
first,DELANEY,So the bill that Senator Sanders drafted by definition will lower quality in healthcare because it says specifically that the rates will be the same as current Medicare rates. And the data is clear Medicare does not cover the cost of healthcare it covers 80 percent of the costs of healthcare in this country. ,0.039,0.915,0.046,0.1027
first,DELANEY,And private insurance covers 120 percent so if you start underpaying all the healthcare providers you're going to create a two tier market where wealthy people buy their healthcare with cash and the people who are forced  like my dad the union electrician,0.062,0.79,0.148,0.4767
first,TAPPER,Thank you Congressman. ,0,0.444,0.556,0.3612
first,DELANEY,Will have that healthcare plan taken away from him ,0,1,0,0
first,TAPPER,Thank you Congressman ,0,0.444,0.556,0.3612
first,DELANEY,They will be forced into an underfunded system. ,0.3,0.7,0,-0.4588
first,TAPPER,I want to give Senator Sanders  I want to give Senator Sanders a chance to respond. ,0,0.685,0.315,0.3818
first,SANDERS,On the Medicare for all the hospitals will save substantial sums of money because they're not going to be spending a fortune doing billing and the other bureaucratic things that they have to do today. ,0,0.865,0.135,0.6124
first,SANDERS,Second of all,0,1,0,0
first,DELANEY,I've done the math it doesn't add up. ,0,1,0,0
first,SANDERS,Maybe you did that and made money off of healthcare but our job is to run a nonprofit healthcare system. Furthermore  furthermore when we say $500 billion a year by ending all of the incredible complexities that are driving every American crazy trying to deal with the health insurance companies ,0.062,0.938,0,-0.4767
first,TAPPER,Thank you Senator. ,0,0.444,0.556,0.3612
first,SANDERS,Hospitals will be better off than they are today. ,0,0.734,0.266,0.4404
first,TAPPER,Congressman Delaney I want to let you have a chance to respond. ,0,0.708,0.292,0.3182
first,DELANEY,Listen his math is wrong. That's all I'm saying  that his math is wrong it's been well-documented that if all the bills were paid at Medicare rate which is specifically  I think it's in section 1200 of their bill then many hospitals in this country would close. ,0.124,0.876,0,-0.7351
first,DELANEY,"I've been going around rural America and I ask rural hospital administrators one question ""If all your bills were paid at the Medicare rate last year what would happen?""",0,1,0,0
first,DELANEY,"And they all look at me and say ""We would close.""",0,1,0,0
first,DELANEY,But the question is why do we have to be so extreme? Why can't we just give everyone health care as a right and allow them to have choice?,0,0.826,0.174,0.6662
first,BASH,Thank you Congressman. ,0,0.444,0.556,0.3612
first,DELANEY,I'm starting to think this is not about health care,0.226,0.774,0,-0.3875
first,BASH,Thank you Congressman,0,0.444,0.556,0.3612
first,DELANEY,This is an anti-private-sector,0,1,0,0
first,BASH,Thank you Congressman. We're going to move on.,0,0.737,0.263,0.3612
first,DELANEY, strategy.,0,1,0,0
first,BASH,We're going to move on to the issue of immigration now. There is,0,1,0,0
first,BASH,widespread agreement on this stage on the need for immigration reform a pathway to citizenship for undocumented immigrants including dreamers. But there are some areas of disagreement.,0.084,0.808,0.108,0.1779
first,BASH,Mayor Buttigieg you're in favor of getting rid of the law that makes it a crime to come across the U.S. border illegally. Why won't that just encourage more illegal immigration?,0.26,0.67,0.07,-0.8123
first,BUTTIGIEG,When I am president illegally crossing the border will still be illegal. We can argue over the finer points of which parts of this ought to be handled by civil law and which parts ought to be handled by criminal law. But we've got a crisis on our hands. And it's not just a crisis of immigration; it's a crisis of cruelty and incompetence that has created a humanitarian disaster on our southern border. It is a stain on the United States of America. ,0.315,0.639,0.046,-0.9837
first,BUTTIGIEG,Americans want comprehensive immigration reform. And frankly we've been talking about the same framework for my entire adult lifetime protections for DREAMers; making sure that  that we have a pathway to citizenship for the undocumented; cleaning up lawful immigration.,0,0.862,0.138,0.5574
first,BUTTIGIEG,We know what to do. We know that border security can be part of that package and we can still be a nation of laws. The problem is we haven't had the will to get it done in Washington. And now we have a president who could fix it in a month because there is that bipartisan agreement but he needs it to be a crisis rather than an achievement. That will end on my watch.,0.095,0.858,0.048,-0.6908
first,BASH,But just a point of clarification you did raise your hand in the last debate. You do want to decriminalize crossing the border illegally?,0,0.824,0.176,0.5423
first,BUTTIGIEG,So in my view if fraud is involved then that's suitable for the criminal statute. If not then it should be handled under civil law. But these show of hands are exactly what is wrong with the way that this race is being covered.,0.201,0.799,0,-0.8834
